sku,name,category_id,uom_id,auto_reorder,lead_time,reorder_level,remark,quantity_to_reorder,status,price
F1R12,R12 GAS,ZZZ,CAN,1,,0,,0,1,271.25
F1R134(13.6KG),FORANE R134A DISPOSABLE CAN 13.6KGS,ZZZ,CAN,1,,0,,0,1,303
F1R134(55KG),R134A REFILLABLE CYLINDER 55KG,ZZZ,UNIT,1,,0,,0,1,0.01
F1R134(56KG),R134A REFILLABLE CYLINDER 56KG,ZZZ,UNIT,1,,0,,0,1,833
F1R134A(50KG),R134A RETURNABLE BOTTLE 50KG,ZZZ,KG,1,,0,,0,1,0.01
F1R22(13.6KG),FORANE 22 DISPOSABLE CAN 13.6KG,ZZZ,CAN,1,,0,,0,1,100
F1R22(56KG),R22 REFILLABLE CYLINDER 56KG,ZZZ,UNIT,1,,0,,0,1,0.01
F1R22(58KG),FORANE 22 (58KG) PER KG,ZZZ,KG,1,,0,,0,1,0.01
F1R404A(44KG),FORANE 404A (44KG),ZZZ,KG,1,,0,,0,1,34.7
F1R404A(45KG),R404A REFILLABLE CYLINDER 45KG,ZZZ,UNIT,1,,0,,0,1,756
F1R404A56KG,NON ITEM,ZZZ,UNIT,1,,0,,0,1,0.01
F1R507(11.3KG),FORANE 507 DISPOSABLE CAN 11.3KG,ZZZ,UNIT,1,,0,,0,1,253.75
F1UK-305,DRIER,AAC,PC,1,,2,,2,0,46
F3-1.1/2X9X20MF,FLAT BAR,ZZZ,PC,1,,0,,0,1,0.01
F3-1X1/8X20MF,FLAT BAR,ZZZ,PC,1,,0,,0,1,6.5
F3-1X6MMX20MF,FLAT BAR,ZZZ,PC,1,,0,,0,1,0.01
"F3-2""X9MMX16MF",FLAT BAR,ZZZ,PC,1,,0,,0,1,0.01
"F3-2""X9MMX6M MF",FLAT BAR,ZZZ,PC,1,,0,,0,1,0.01
"F3-2""X9X16MF",FLAT BAR,ZZZ,PC,1,,0,,0,1,0.01
F3-2X6MMX20MF,FLAT BAR,ZZZ,PC,1,,0,,0,1,0.01
F3-2X9X6.00M MF,FLAT BAR,ZZZ,PC,1,,0,,0,1,38.7
"F3-3""X6MMX20MF",FLAT BAR,ZZZ,PC,1,,0,,0,1,0.01
"F3-3""X9X20MF",FLAT BAR,ZZZ,PC,1,,0,,0,1,0.01
F3-3/4X1/8X20MF,FLAT BAR,ZZZ,PC,1,,0,,0,1,0.01
F3-3MMX25MMX6MTRS,FLAT BAR -M/S FM-M325,ZZZ,PC,1,,0,,0,1,0.01
F3-3X1/8X20MF,FLAT BAR,ZZZ,PC,1,,0,,0,1,19
F3-4X6MMX20MF,FLAT BAR,ZZZ,PC,1,,0,,0,1,0.01
F3-4X9MMX16MF,FLAT BAR,ZZZ,PC,1,,0,,0,1,66.5
F3-6MMX38MMX6MTRS,FLAT BAR -M/S FM-M638,ZZZ,PC,1,,0,,0,1,0.01
F3-6MMX75MMX6MTR,FLAT BAR -M/S FM-M675,ZZZ,PC,1,,0,,0,1,0.01
F3-9MMX38MMX6MTRS,FLAT BAR -M/S FM-M938,ZZZ,PC,1,,0,,0,1,0.01
F3-FB-1.1/2X6MMX20,FLAT BAR,ZZZ,PC,1,,0,,0,1,0.01
F3-FB-1/2X1/8X20,FLAT BAR,ZZZ,PC,1,,0,,0,1,0.01
F3-FB-2X9.00MMX20,FLAT BAR,ZZZ,PC,1,,0,,0,1,0.01
F3-FB-2X9.00MMX20MF,FLAT BAR,ZZZ,PC,1,,0,,0,1,0.01
F3-FB-3X6MMX5.85M,FLAT BAR,ZZZ,PC,1,,0,,0,1,0.01
F3-FB-4X9MMX16,FLAT BAR,ZZZ,PC,1,,0,,0,1,0.01
F3COUNEO FRAME18FT,COUNEO FRAME 18FT,ZZZ,PC,1,,0,,0,1,175
F3COUNEOFRAME10FT,COUNEO FRAME 10FT,ZZZ,PC,1,,0,,0,1,96
F3COUNEOFRAME11FT,COUNEO FRAME 11FT,ZZZ,PC,1,,0,,0,1,0.01
F3COUNEOFRAME12FT,COUNEO FRAME 12FT,ZZZ,PC,1,,0,,0,1,0.01
F3COUNEOFRAME14FT,COUNEO FRAME 14FT,ZZZ,PC,1,,0,,0,1,136
F3COUNEOFRAME15FT,COUNEO FRAME 15FT,ZZZ,PC,1,,0,,0,1,0.01
F3COUNEOFRAME16FT,COUNEO FRAME (SIZE : 16FT),ZZZ,PC,1,,0,,0,1,0.01
F3COUNEOFRAME23FT,COUNEO FRAME SIZE: 23FT,ZZZ,PC,1,,0,,0,1,0.01
F3COUNEOFRAME24FT,COUNEO FRAME ( SIZE : 24FT ),ZZZ,PC,1,,0,,0,1,0.01
F3COUNEOFRAME7FT,COUNEO FRAME SIZE 7 FTS,ZZZ,PC,1,,0,,0,1,45
F3COUNEOFRAME8FT,COUNEO FRAME (SIZE : 8FT),ZZZ,PC,1,,0,,0,1,0.01
F3COUNEOFRAME9FT,COUNEO FRAME 9FT,ZZZ,PC,1,,0,,0,1,90
F3COURNEOFRAME10FT,FIBRE CORNER GUARD - BOX LENGTH,ZZZ,PC,1,,0,,0,1,1
F3COVER,AIR-CON ROOM COVER,ZZZ,PC,1,,0,,0,1,0.01
F3DOGTRAY,DOG TRAY,ZZZ,PC,1,,0,,0,1,0.01
F3FRONT/F1700X1100,FRONT FRAME ( SIZE : 1700MM X 1100MM),ZZZ,PC,1,,0,,0,1,0.01
F3FRONT/F1700X1200,FRONT FRAME 1700MM X 1200MM,ZZZ,PC,1,,0,,0,1,0.01
F3FRONT/F1700X1220,FRONT FRAME (SIZE : 1700MM X 1220MM),ZZZ,PC,1,,0,,0,1,0.01
F3FRONT/F1700X1250,FRONT FRAME (SIZE : 1700MM X 1250MM),ZZZ,PC,1,,0,,0,1,210
F3FRONT/F1700X1700,FIBRE FRONT FRAME - BOX WIDTH X HEIGHT,ZZZ,PC,1,,0,,0,1,1
F3FRONT/F1700X1750,FRONT FRAME (SIZE : 1700MM X 1750MM),ZZZ,PC,1,,0,,0,1,0.01
F3FRONT/F1700X1800,FRONT FRAME (SIZE : 1700MM X 1800MM),ZZZ,PC,1,,0,,0,1,245
F3FRONT/F1700X1900,FRONT FRAME 1700X1900,ZZZ,PC,1,,0,,0,1,0.01
F3FRONT/F1740X1200,FRONT FRAME (SIZE:1740MM X 1200MM),ZZZ,PC,1,,0,,0,1,0.01
F3FRONT/F1780X1250,FRONT FRAME (SIZE : 1780MM X 1250MM),ZZZ,PC,1,,0,,0,1,0.01
F3FRONT/F1800X1250,FRONT FRAME (SIZE : 1800MM X 1250MM),ZZZ,PC,1,,0,,0,1,0.01
F3FRONT/F1800X1800,FRONT FRAME 1800MMX1800MM,ZZZ,PC,1,,0,,0,1,0.01
F3FRONT/F1800X1900MM,FRONT FRAME - 1800MMX1900MM,ZZZ,PC,1,,0,,0,1,160
F3FRONT/F1800X2000,FRONT FRAME (SIZE : 1800MM X 2000MM),ZZZ,PC,1,,0,,0,1,0.01
F3FRONT/F1900X2000,FRONT FRAME 1900X2000,ZZZ,PC,1,,0,,0,1,315
F3FRONT/F1970X1920,FRONT FRAME SIZE: 1970 X 1920MM,ZZZ,PC,1,,0,,0,1,315
F3FRONT/F1970X2000,FRONT FRAME (SIZE: 1970MM X 2000MM),ZZZ,PC,1,,0,,0,1,0.01
F3FRONT/F2000X2000,FRONT FRAME (SIZE : 2000MM X 2000MM),ZZZ,PC,1,,0,,0,1,315
F3FRONT/F2000X2100,FRONT FRAME 2000X2100,ZZZ,PC,1,,0,,0,1,185
F3FRONT/F2100X2000,FRONT FRAME (SIZE : 2100MM X 2000MM),ZZZ,PC,1,,0,,0,1,0.01
F3FRONT/F2200X2450,FRONT FRAME (SIZE : 2200MM X 2450MM),ZZZ,PC,1,,0,,0,1,0.01
F3FRONT/F2240X2100,FRONT FRAME (SIZE : 2240MM X 2100MM),ZZZ,PC,1,,0,,0,1,0.01
F3FRONT/F2300X2450,FRONT FRAME (SIZE : 2300MM X 2450MM),ZZZ,PC,1,,0,,0,1,0.01
F3FRONT/F2600X1800,FRONT FRAME 2600X1800,ZZZ,PC,1,,0,,0,1,0.01
F3FRPDOOR/F1500X1900,FRP DOOR FRAME (SIZE : 1500MM X 1900MM),ZZZ,PC,1,,0,,0,1,0.01
F3FRPDOOR/F680X1250,FRP DOOR FRAME 680MM X1250MM,ZZZ,PC,1,,0,,0,1,0.01
F3FRPDOOR/F785X1250,FRP DOORFRAME (SIZE : 785MM X 1250MM),ZZZ,PC,1,,0,,0,1,96
F3FRPDOOR/F785X1600,FRP DOORFRAME (SIZE: 785MM X 1600MM),ZZZ,PC,1,,0,,0,1,200
F3FRPDOOR/F800X1550,FRP DOOR FRAME (SIZE : 800MM X 1550MM),ZZZ,PC,1,,0,,0,1,0.01
F3FRPDOOR/F900MMX1900MM,FRP DOOR FRAME (SIZE : 900MM X 1900MM),ZZZ,PC,1,,0,,0,1,0.01
F3FRPDOOR/F900X1550,FRP DOOR FRAME (SIZE : 900MM X 1550MM),ZZZ,PC,1,,0,,0,1,0.01
F3FRPDOOR/F900X1600,FRP DOOR FRAME ( SIZE : 900MM X 1600MM),ZZZ,PC,1,,0,,0,1,170
F3FRPDOOR/F900X1800,FRP DOOR FRAME ( SIZE : 900MM X 1800MM ),ZZZ,PC,1,,0,,0,1,200
F3PDM-S81COE,"FAN MOTOR 12""",AAC,PC,1,,1,,1,0,112
F3SIDE/D785X1000,FRP SIDE DOOR,ZZZ,PC,1,,0,,0,1,0.01
F3SIDE/D785X1070,FRP SIDE DOOR,ZZZ,PC,1,,0,,0,1,0.01
F3SIDE/D785X1250,FRP SIDE DOOR,ZZZ,PC,1,,0,,0,1,0.01
F3SIDE/D900X1600,SIDE DOOR FRMAE 900X1600,ZZZ,PC,1,,0,,0,1,0.01
F3SIDE/D900X1900,SIDE DOOR FRAME 900X1900,ZZZ,PC,1,,0,,0,1,0.01
F3SSFRAME1700X1250,SSFRAME 2MM BA FINISH AND HL C/W SLOT,ZZZ,PC,1,,0,,0,1,0.01
F3SSFRAME1700X1700,SSFRAME 2MM BA FINISH AND HL C/W SLOT,ZZZ,PC,1,,0,,0,1,0.01
F3SSFRAME1700X1800,SSFRAME 2MM BA FINISH AND HL C/W SLOT,ZZZ,PC,1,,0,,0,1,0.01
F3SSFRAME1700X1900,SSFRAME 2MM BA FINISH AND HL C/W SLOT,ZZZ,PC,1,,0,,0,1,0.01
F3SSFRAME1900X1700,SSFRAME 2MM BA FINISH  AND HL C/W SLOT,ZZZ,PC,1,,0,,0,1,0.01
F3SSFRAME1970X1920,SSFRAME 2MM BA FINISH AND HL C/W SLOT,ZZZ,PC,1,,0,,0,1,0.01
F3SSFRAME2000X2000,SSFRAME 2MM BA FINISH AND HL C/W SLOT,ZZZ,PC,1,,0,,0,1,0.01
F3SSFRAME2000X2100,SSFRAME 2MM BA FINISH AND HL C/W SLOT,ZZZ,PC,1,,0,,0,1,0.01
F3SSFRAME2100X2100,SSFRAME 2MM BA FINISH AND HL C/W SLOT,ZZZ,PC,1,,0,,0,1,0.01
F3SSFRAME2490X2000,SS 3MM 2B FINISH MODEL 97,ZZZ,PC,1,,0,,0,1,0.01
F3Y-730-12/M,"CONDENSER ROUND ELECTRIC FAN MOTOR 12V 12""",AAC,PC,1,,0,,0,0,112
F3Y-730-5,"ELECTRIC FAN (12V)10""",AAC,PC,0,,2,,5,0,80
F3Y-730-5/M,SANDEN MOTOR PDM08101E 12V,AAC,PC,0,,8,MADE IN CHINA.,10,0,65
F3Y-730-7,"ELECTRIC FAN 24V 10"" ( MATSUSHITA )",AAC,PC,0,,2,,10,0,90
F3Y-730-7/M,FAN MOTOR ONLY ( PDM08202E  24V ) ( SANDEN ),AAC,PC,0,,8,MADE IN CHINA.,10,0,70
F4-1/2 ST-FN,FITTING 1/2 ST FLARE NIPPLE C/W COLLAR,ZZ0,PC,1,,0,,0,0,20
F4-1/2 ST-ON,FITTING 1/2 ST ORING NIPPLE,ZZ0,PC,1,,0,,0,0,20
F4-1/2-000,"3/8"" X 1/2"" JIC FEMALE STRAIGHT FLARE STEEL WITH CRIMPING",ZZ0,PC,1,,0,ABLE - 1 METER LENGTH.,0,0,10
F4-1/2-001,"3/8"" X 1/2"" JIC ELBOW 90 DEGREE FLARE ( 26791-08-06 )",ZZ0,PC,1,,0,ABLE - 500MM ( 1/2 ) LENGTH.,0,0,14
F4-1/2-45-ON,"FITTING 1/2"" 45 ORING WITH NIPPLE",ZZ0,PC,1,,0,,0,0,12.5
F4-1/2-45-ORING,"1/2"" FITTING 45 ORING W/COLLAR",ZZ0,PC,1,,0,,0,0,8
F4-1/2-45F,"1/2"" FITTING 45 FLARE W/COLLAR",ZZ0,PC,1,,0,,0,0,8
F4-1/2-90-FN,"1/2"" FITTING 90 FLARE W/NIPPLE",ZZ0,PC,1,,0,,0,0,20
F4-1/2-90-ON,"1/2"" FITTING 90 ORING WITH COLLAR NIPPLE ( TYPE 1 )",ZZ0,PC,1,,0,,0,0,20
F4-1/2-90-ORING,ALU.FITTING W / FERRULE 1/2 90 ORING,ZZ0,PC,0,,15,,20,0,8
F4-1/2-90F,"1/2"" FITTING 90 FLARE WITH COLLAR",ZZ0,PC,0,,10,,20,0,8
F4-1/2-OR-013-V.70,"1/2"" ORING",ZZZ,PC,1,,0,,0,1,2
F4-1/2-STF,1/2 X ST FLARE FITTING W FC TH-3003,ZZZ,PC,1,,0,,0,1,7.5
F4-1/2STF,ALU. FITTING W / FERRULE 1/2 STRAIGHT (FLARE RING),ZZ0,PC,1,,0,,0,0,6.5
F4-1/2STO,"1/2"" FITTING STRAIGHT ORING WITH COLLAR",ZZ0,PC,1,,0,,0,0,8
F4-135X3MM-NBR,135 X 3MM ORING (NBR),ZZZ,PC,1,,0,,0,1,3
F4-145X3MM-NBR,145 X 3MM ORING NBR,ZZZ,PC,1,,0,,0,1,3.2
F4-3/4-OR-015-V.70,"3/4"" ORING",ZZZ,PC,1,,0,,0,1,2
F4-3/8-45-ORING,"3/8"" FITTING 45 ORING W/COLLAR",ZZ0,PC,1,,0,,0,0,8
F4-3/8-45F,"3/8"" FITTING 45 FLARE WITH COLLAR",ZZ0,PC,1,,0,,0,0,8
F4-3/8-90-ORING,"3/8"" FITTING 90 ORING WITH COLLAR ( ALU )",ZZ0,PC,0,,10,BRASS NO MORE STOCK CHANGE TO ALU.,20,0,7.5
F4-3/8-90F,"3/8"" FITTING 90 FLARE WITH COLLAR",ZZ0,PC,0,,2,,4,0,7.5
F4-3/8-C,3/8 COLLAR WITHOUT FITTING,ZZ0,PC,1,,0,,0,0,1
F4-3/8-OR-011-V.70,"3/8"" ORING",ZZZ,PC,1,,0,,0,1,2
F4-3/8STF,"3/8"" FITTING STRAIGHT FLARE WITH COLLAR",ZZ0,PC,0,,10,,20,0,7.5
F4-3/8STO,"3/8"" FITTING ST ORING W/COLLAR",ZZ0,PC,0,,10,,20,0,7.5
F4-5/16-90-ORING,"5/16"" FITTING 90 ORING WITH COLLAR",ZZ0,PC,1,,0,,0,0,8
F4-5/16-90F,"5/16"" FITTING 90 Oring W/COLLAR",ZZ0,PC,1,,0,,0,0,8
F4-5/16-OR-010-V.70,"5/16"" ORING",ZZZ,PC,1,,0,,0,1,2
F4-5/16STF,"5/16"" FITTING ST FLARE W/COLLAR",ZZ0,PC,1,,0,,0,0,8
F4-5/16STO,"5/16"" FITTING STRAIGHT ORING W/COLLAR",ZZ0,PC,1,,0,,0,0,7.5
F4-5/8 ST-FN,FITTING 5/8 STRAIGHT FLARE NIPPLE C/W COLLAR,ZZ0,PC,1,,0,,0,0,20
F4-5/8 ST-ON,FITTING 5/8 STAIGHT ORING NIPPLE,ZZ0,PC,1,,0,,0,0,20
F4-5/8-45-ORING,"5/8"" FITTING 45 ORING W/COLLAR BT",ZZ0,PC,1,,0,,0,0,8
F4-5/8-45F,"5/8"" FITTING 45 FLARE W/COLLAR (BT)",ZZ0,PC,1,,0,,0,0,8
F4-5/8-90,O RING 5/8 X 90,ZZ0,PC,1,,0,,0,0,8
F4-5/8-90-FN,"5/8"" FITTING 90 FLARE WITH COLLAR AND NIPPLE TYPE 2",ZZ0,PC,1,,0,,0,0,20
F4-5/8-90-ON,"5/8"" FITTING 90 ORING W/NIPPLE & COLLAR",ZZ0,PC,1,,0,,0,0,20
F4-5/8-90-ORING,ALU. FITTING W / FERRULE 5/8 90 ORING,ZZ0,PC,0,,10,"REMARKS:

DO NOT PLACE ORDER FROM MEGA AS THE PART IS NOT SUITABLE FOR OUR USAGE",20,0,8
F4-5/8-90F,"5/8"" FITTING 90 FLARE W/COLLAR (BT)",ZZ0,PC,0,,1,Service is still using this fitting for Suction hose.,2,0,8
F4-5/8-OR-014-V.70,"5/8"" ORING",ZZZ,PC,1,,0,,0,1,2
F4-5/8STF,ALU. FITTING W/ FERRULE 5/8 STRAIGHT,ZZ0,PC,0,,10,FOR ELECTRICAL STANDBY.,20,0,8
F4-5/8STO,"5/8"" FITT ST ORING W/COLLAR BT",ZZ0,PC,1,,0,,0,0,8
F4-AJ2,"ADJUSTER 2"" WITH BUSH (5/16X4""X2"")",MIP,PC,0,,50,,100,0,10.5
F4-AJ2-1/2,"ADJUSTER 2-1/2"" WITH BUSH",MIP,PC,0,,15,,20,0,10.5
F4-AJ3,"ADJUSTER 3"" WITH BUSH",MIP,PC,0,,5,,20,0,10.5
F4-AVS-0202NPT,ACCESS VALVE (BRASS TYPE),ZZZ,PC,1,,0,,0,1,2
F4-BSF-R0204,CYLINDER ADAPTOR R134A,ZZZ,PC,1,,0,,0,1,6
F4-BSF-R0402,CYLINDER ADAPTOR R134A,ZZZ,PC,1,,0,,0,1,6
F4-BSP-R0604,CYLINDER ADAPTOR R134A,ZZZ,PC,1,,0,,0,1,15
F4-CAS-014,1/4? FLARE ELBOW (CASTEL 7210/2),ZZ0,PC,1,,0,,0,0,7.54
F4-CAS-014-FN,1/4? FLARE NUT (CASTEL 7210/22),ZZ0,PC,1,,0,,0,0,1.3
F4-CAS-1-FN,1? FLARE NUT (CASTEL 7110/88),ZZ0,PC,1,,0,,0,0,15
F4-DFE-0202,DOUBLE FLARE ELBOW-1/4 X 1/4,ZZ0,PC,1,,0,,0,0,8.4
F4-DFE-0303,"DOUBLE FLARE ELBOW 3/8"" X 3/8""",ZZ0,PC,1,,0,,0,0,10
F4-DFE-0404,"DOUBLE FLARE ELBOW 1/2"" X 1/2""",ZZ0,PC,1,,0,,0,0,10
F4-DFE-048,DFE 048,ZZZ,PC,1,,0,,0,1,0.01
F4-DFE-0505,5/8 DOUBLE FLARE ELBOW,ZZ0,PC,1,,0,,0,0,15
F4-DFE-0516,5/16 DOUBLE FLARE ELBOW,ZZ0,PC,1,,0,,0,0,7.5
F4-DFE-0606,3/4 DOUBLE FLARE ELBOW,ZZ0,PC,1,,0,,0,0,17
F4-DFR-0203,"DOUBLE FLARE REDUCER 1/4"" X 3/8""",ZZ0,PC,1,,0,,0,0,8.1
F4-DFR-0204,"DOUBLE FLARE REDUCER 1/4"" X 1/2""",ZZ0,PC,1,,0,,0,0,11.7
F4-DFR-0304,"DOUBLE FLARE REDUCER 3/8"" X 1/2""",ZZ0,PC,1,,0,,0,0,12.82
F4-DFR-0305,"DOUBLE FLARE REDUCER 3/8"" X 5/8""",ZZ0,PC,1,,0,,0,0,19.98
F4-DFR-0403,"DOUBLE FLARE REDUCER 1/2"" X 3/8""",ZZ0,PC,1,,0,,0,0,6.5
F4-DFR-0405,"DOUBLE FLARE REDUCER 1/2""  X  5/8""",ZZ0,PC,1,,0,,0,0,14
F4-DFR-0406,"DOUBLE FLARE REDUCER 1/2"" X 3/4""",ZZ0,PC,1,,0,,0,0,24.5
F4-DFR-0506,"DOUBLE FLARE REDUCER 5/8"" X 3/4""",ZZ0,PC,1,,0,,0,0,25.44
F4-DFR-051603,DOUBLE FLARE REDUCER - 5/16 X 3/8,ZZ0,PC,1,,0,,0,0,8.4
F4-DFR-0605,"DOUBLE FLARE REDUCER 3/4"" X 5/8""",ZZ0,PC,1,,0,,0,0,13.6
F4-DFU-01,1? DOUBLE FLARE UNION,ZZ0,PC,1,,0,,0,0,57.8
F4-DFU-014,"1/4"" DOUBLE FLARE UNION",ZZ0,PC,0,,8,,24,0,2.8
F4-DFU-038,"3/8"" DOUBLE FLARE UNION",ZZ0,PC,0,,3,,10,0,10
F4-DFU-048,"1/2"" DOUBLE FLARE UNION",ZZ0,PC,0,,5,"STORE GOT EXTRA STOCK.
As confirmed by Palani on 15/10/2020, store has no extra stock.",10,0,12
F4-DFU-0516,"5/16"" DOUBLE FLARE UNION",ZZ0,PC,1,,0,,0,0,10
F4-DFU-058,"5/8"" DOUBLE FLARE UNION",ZZ0,PC,0,,10,,20,0,15
F4-DFU068,"3/4"" DOUBLE FLARE UNION",ZZ0,PC,1,,0,,0,0,16
F4-DOE-0303,"3/8"" DOUBLE ORING ELBOW",ZZ0,PC,1,,0,,0,0,7.5
F4-DOE-0404,"DOUBLE ORING ELBOW 1/2""",ZZ0,PC,1,,0,,0,0,12
F4-DOE-0505,"DOUBLE ORING ELBOW 5/8""",ZZ0,PC,1,,0,,0,0,14
F4-DOE-0606,"DOUBLE ORING ELBOW 3/4""",ZZ0,PC,1,,0,,0,0,17
F4-DOU-0303,DOU-0303,ZZ1,PC,1,,0,,0,1,4.4
F4-DOU-038,"3/8"" DOUBLE ORING UNION",ZZ0,PC,1,,0,,0,0,4.4
F4-DOU-0404,"DOUBLE ORING UNION 1/2""",ZZ1,PC,1,,0,,0,1,6
F4-DOU-048,"1/2"" DOUBLE ORING UNION",ZZ0,PC,1,,0,,0,0,12
F4-DOU-0505,"DOUBLE ORING UNION 5/8""",ZZZ,PC,1,,0,,0,1,7
F4-DOU-0516,"5/16"" DOUBLE ORING  UNION",ZZ0,PC,1,,0,,0,0,14
F4-DOU-058,"5/8"" DOUBLE ORING UNION",ZZ0,PC,1,,0,,0,0,14
F4-FN-038,FN038 FLARE NUT 3/8,ZZ0,PC,1,,0,,0,1,3
F4-FN-048,1/2 FLARE NUT FN-048,ZZ0,PC,1,,0,,0,1,5.6
F4-FN014,"1/4"" FLARE NUT",ZZ0,PC,0,,12,,20,0,1.5
F4-FN038,FN038 FLARE NUT 3/8,ZZ0,PC,0,,5,,10,0,3
F4-FN048,1/2 FLARE NUT FN-048,ZZ0,PC,0,,6,,12,0,5.6
F4-FN058,5/8 FLARE NUT  FN058,ZZ0,PC,0,,2,,10,0,9.6
F4-FN068,"3/4"" FLARE NUT",ZZ0,PC,1,,0,,0,0,6
F4-FT-014,FLARE TEE 1/4,ZZ0,PC,1,,0,,0,0,7.18
F4-FT-038,FLARE TEE 3/8,ZZ0,PC,0,,0,,2,0,15
F4-FT-048,FLARE TEE 1/2,ZZ0,PC,1,,0,,0,0,26
F4-FT-0516,FLARE TEE 5/16,ZZ0,PC,1,,0,,0,0,7.5
F4-FT-058,FLARE TEE 5/8,ZZ0,PC,0,,1,,2,0,30
F4-FT-068,FLARE TEE 3/4,ZZ0,PC,1,,0,,0,0,46.5
F4-HU-014,HALF FLARE UNION 1/4,ZZZ,PC,1,,0,,0,1,4
F4-HU-038,HALF FLARE UNION 3/8,ZZZ,PC,1,,0,,0,1,4.5
F4-HU-03B,HALF UNION FLARE 3/8 BRASS,ZZ0,PC,1,,0,,0,0,7
F4-HU-048,HALF FLARE 1/2 UNION,ZZZ,PC,1,,0,,0,1,5.9
F4-HU-04AL,HALF UNION FLARE 4/8? (ALUMINIUM),ZZ0,PC,1,,0,,0,0,5.6
F4-HU-04B,HALF UNION FLARE 1/2,ZZ0,PC,1,,0,,0,0,5
F4-HU-058,HALF FLARE 5/8,ZZZ,PC,1,,0,,0,1,6.5
F4-HU-05AL,HALF UNION FLARE 5/8? (ALUMINIUM),ZZ0,PC,1,,0,,0,0,7
F4-HU-05B,"HALF UNION FLARE 5/8"" BRASS",ZZ0,PC,1,,0,,0,0,9.8
F4-HU-068,HALF FLARE 3/4,ZZZ,PC,1,,0,,0,1,10
F4-HU-06B,"HALF UNION FLARE 3/4"" BRASS",ZZ0,PC,1,,0,,0,0,17
F4-HU06B,"HALF UNION FLARE 3/4""",ZZZ,PC,1,,0,,0,1,17
F4-HUOR-03B,"HALF UNION ORING 3/8"" BRASS",ZZ0,PC,1,,0,,0,0,3
F4-HUOR-04B,"HALF UNION ORING 1/2"" BRASS",ZZ0,PC,1,,0,,0,0,8.4
F4-HUOR-05B,"HALF UNION ORING 5/8"" BRASS",ZZ0,PC,1,,0,,0,0,9.8
F4-HUOR-06B,"HALF UNION ORING 3/4"" BRASS",ZZ0,PC,1,,0,,0,0,10
F4-N/CAJB,NISSAN ADJUSTER BRACKET,ZZZ,PC,1,,0,,0,1,18
F4-NDU,TM22 ADAPTOR,ZZ0,PC,1,,0,,0,0,74
F4-NDU-0303,ND FLARE UNION - 3/8 X 3/8,ZZ0,PC,1,,0,,0,0,5.04
F4-NDU-0303P,ND FLARE UNION - M16 X 3/8 ( PATCO ORING ),ZZ0,PC,1,,0,,0,0,7
F4-NDU-0304,ND FLARE UNION - 3/8 X 1/2,ZZ0,PC,1,,0,,0,0,12.82
F4-NDU-0403,ND FLARE UNION - 1/2 X 3/8,ZZ0,PC,1,,0,,0,0,6.41
F4-NDU-0404,ND FLARE UNION - 1/2 X 1/2,ZZ0,PC,1,,0,,0,0,7.62
F4-NDU-0404P,ND FLARE UNION - M20 X 1/2,ZZ0,PC,1,,0,,0,0,9
F4-NDU-0405,ND FLARE UNION - 1/2 X 5/8,ZZ0,PC,1,,0,,0,0,22.54
F4-NDU-0504,ND FLARE UNION - 5/8 X 1/2,ZZ0,PC,1,,0,,0,0,22.54
F4-NDU-0505,ND FLARE UNION - 5/8 X 5/8,ZZ0,PC,1,,0,,0,0,11.46
F4-NDU-0505P,ND FLARE UNION - M22 X 5/8,ZZ0,PC,1,,0,,0,0,13.8
F4-NDU-051603,ND FLARE UNION - 5/16 X 3/8,ZZ0,PC,1,,0,,0,0,6.5
F4-OR-012-V.70,"3/8""X1/2""X1/16"" ORING",ZZZ,PC,1,,0,,0,1,2
F4-OR-440-WHITE,WHITE O'RING,ZZZ,PC,1,,0,,0,1,0.01
F4-ORA-038,3/8 ORING ADAPTOR,ZZZ,PC,1,,0,,0,1,2
F4-ORA-048,4/8 ORING ADAPTOR,ZZZ,PC,1,,0,,0,1,2.4
F4-ORA-0516,5/16 ORING ADAPTOR,ZZZ,PC,1,,0,,0,1,2
F4-ORA-058,5/8 ORING ADAPTOR,ZZZ,PC,1,,0,,0,1,3.2
F4-ORA-068,3/4 ORING ADAPTOR,ZZZ,PC,1,,0,,0,1,5
F4-ORT-038,3/8 ORING TEE,ZZ0,PC,1,,0,,0,0,18
F4-ORT-048,1/2 ORING TEE,ZZ0,PC,1,,0,,0,0,12
F4-ORT-058,5/8 O'RING TEE,ZZ0,PC,1,,0,,0,0,13
F4-RC-0203,"SAE 45 DEG FLARE REDUCING CONNECTOR FEMALE 1/4"" X MALE 3/8""",ZZ0,PC,1,,0,,0,0,7
F4-RC-0302,"REDUCING CONNECTOR 3/8"" X 1/4""",ZZ0,PC,1,,0,,0,0,6.4
F4-RC-0303,"REDUCING CONNECTOR 3/8"" X 3/8""",ZZ0,PC,1,,0,,0,0,7
F4-RC-0304,"REDUCING CONNECTOR 3/8"" X 1/2""",ZZ0,PC,1,,0,,0,0,7.6
F4-RC-0305,"REDUCING CONNECTOR 3/8"" X 5/8""",ZZ0,PC,1,,0,,0,0,9.8
F4-RC-0402,"REDUCING CONNECTOR 1/2"" X 1/4""",ZZ0,PC,1,,0,,0,0,7.6
F4-RC-0403,"REDUCING CONNECTOR 1/2"" X 3/8""",ZZ0,PC,1,,0,,0,0,6
