id,product_id,store_id,quantity,type,cost_price
4592,HC5/81000BSF,ST,20,+,18.5
4593,AAALFLBA-25X3MMX6MTR,ST,20,-,0
4594,PADLOCK,ST,4,+,0.0001
4595,TCP11F2W,ST,1,+,334
4596,SAA382A006,ST,1,+,0.0001
4597,45883,ST,12,+,18
4598,CLSITR,ST,5,+,0.0001
4599,CSA 512K 627GGL,ST,1,+,100
4600,CSA 512K 627GGL,ST,1,+,100
4601,HC4/81000BSF,ST,20,+,18.5
4602,TBSCDR+6,ST,1,+,0.0001
4603,6255,ST,1,+,554.8851
4604,PCSPPA-9,ST,1,+,0.0001
4605,SSA387B114H,ST,1,+,115
4606,9004,ST,12,+,0.0001
4607,OBPVCTR-2X2X2MTR,ST,5,+,0.0001
4608,TJF501A021AD,ST,1,+,0.0001
4609,ACMAUR7905,ST,1.25,+,0.0001
4610,B2B62,WD,1,-,0
4611,SSA512T037A,WD,2,-,0
4612,FF-COFR14FT,WD,1,-,0
4613,DSP-08,WD,9,+,3.25
4614,FATOFA-4,ST,2,+,0.0001
4615,P1PCB24FG,WD,1,+,350
4616,FF-SIDEDR99-785X1000B,ST,1,-,0
4617,C3-TB25-6,ST,1,+,2.2
4618,C3-TR-ON/3-4,ST,1,-,0
4619,BAPI-E08-10,ST,4400,+,0.0001
4620,SSA551A105V,ST,1,-,0
4621,TSJ541B002D,ST,2,+,58.5339
4622,30300S,ST,8,+,93.392
4623,SBSS304HAPL-4X8X1.2MM,ST,5,+,133
4624,DSP-01,WD,2,+,2.164
4625,FF-SIDEDR99-900X1600,ST,1,+,85
4626,F4-RFN-0204-16,ST,6,+,0.0001
4627,SSA382A133B,ST,1,+,61.2
4628,MPL002,ST,1,+,33.5
4629,TCP11F1W,ST,1,+,334
4630,F1C-163,ST,2,+,16
4631,SSA382A133A,ST,3,+,49.3273
4632,SSA382A133A,ST,3,+,49.3273
4633,ACMAUR7905,ST,0.5,+,0.0001
4634,HJS-HGWRGS,ST,24.93,-,0
4635,TCP11F1W,ST,2,+,1
4636,CDC 433A 016AL,ST,1,+,30
4637,VECAAN-704,ST,9,+,0.0001
4638,PJPL-16851-6551-2,ST,3,+,0.0001
4639,SSA382A133B,ST,1,+,61.2
4640,SSA382A133B,ST,1,+,61.2
4641,RVF.13143,ST,20,+,0.0001
4642,PL001,ST,30,+,94.96
4643,AAALCO-3900MML,ST,27,+,0.0001
4644,EEEV,ST,8,+,0.0001
4645,DSP-04,ST,1,+,0.0001
4646,HC4/82003BSF,ST,3,+,33.5
4647,TCP150B1V,ST,1,+,1
4648,C-1847,ST,2,+,0.0001
4649,ACMAUR7905,ST,1,+,0.0001
4650,HC4/81200BSF,ST,10,+,18.1
4651,MIT-639-P,ST,1,+,43.49
4652,MPL002,ST,18,+,33.5
4653,ACMAUR7905,ST,1,+,0.0001
4654,67960,WD,2,+,10.34
4655,HC5/82003BSF,ST,2,+,33.5
4656,ACS272G004,ST,1,+,0.0001
4657,E3ET-2100-00,ST,2,+,1332.5667
4658,R1HG212,WD,1,+,16.2822
4659,HC4/81200BSF,ST,15,+,18.1
4660,ACS272G004,ST,1,+,0.0001
4661,P4PVCCABLE3X70/0076,ST,1,-,0
4662,5550505,ST,2,+,2.3507
4663,E3CC-0852-00,ST,1,+,182.4589
4664,30125S,ST,45,+,5
4665,GARR22-11-13.6,ST,3,+,0.0001
4666,RDRUGA-MV2519,ST,0.5,+,0.0001
4667,B7ISU-NPR75-B,ST,2,+,36
4668,FEFU7.5AMP-SMALL,ST,21,+,0.0001
4669,HC5/8410BSF,ST,5,+,13.4
4670,F4-1/2-STF,WD,25,-,0
4671,SSA387B114H,ST,1,-,0
4672,2000-BLACK-SIZE40,ST,1,-,0
4673,CHQCCO,ST,4,+,0.001
4674,CK2541,ST,5,+,5.2
4675,HBCISABL7X60TX25.4MMNO406,ST,2,+,0.0001
4676,ACMAUR7905,ST,1.48,+,0.0001
4677,20133-BLACK-SIZE43,ST,1,-,0
4678,SSA521A021C,ST,8,+,18.1154
4679,DOSL-2230,ST,5,+,0.0001
4680,OBPEKN,ST,14,+,1.2
4681,51901,ST,96,+,0.0001
4682,CSA 512K 627GGL,ST,1,+,100
4683,SAA512A072,ST,2,-,0
4684,E2-C415ES24,ST,2,-,0
4685,GAOX,ST,1,+,0.0001
4686,SSA382F108,ST,1,+,1
4687,E2-A230ES24,ST,4,-,0
4688,E2-A230ES12,ST,1,-,0
4689,RVF.13143,ST,20,-,0
4690,ISU-NPR71L-B,ST,11,+,15
4691,AAALFLBA-76.2X6MMX4.88M,ST,5,-,0
4692,TCP11F2W,ST,2,+,334
4693,OAOR3/8,ST,9,+,0.0001
4694,FDOIFI-FC1001,ST,1,+,0.0001
4695,B2M46,ST,2,+,3.8
4696,B2B60,ST,1,+,9
4697,B2A59,ST,1,+,5.3
4698,PIF.1428,ST,48.8,-,0
4699,8005-BLACK-SIZE40,TL,1,-,0
4700,CSA512K627GG,WD,1,+,200
4701,TCP150B1V,ST,1,+,1
4702,SSA382F108,ST,1,+,47.9466
4703,GANI,ST,4,-,0
4704,51901,ST,60,+,0.0001
4705,70135,ST,3,+,7.1202
4706,SSA382F108,ST,1,+,47.9466
4707,AHY201A330S,ST,3,+,0.01
4708,TCP11F2W,ST,1,+,334
4709,TCP11F2W,ST,3,+,334
4710,TCP11F2W,ST,2,+,334
4711,TCP11F1W,ST,1,+,344.02
4712,F1C-163,ST,6,+,16
4713,70115,ST,3,+,7.0096
4714,PAPLWO5.2MMX4X8,ST,2,+,0.0001
4715,B7ISU-NPR75-B,ST,1,+,36
4716,B7ISU-NPR75-B,ST,2,+,36
4717,CAWT28.22H/W,WD,1,+,0.01
4718,071920619A,ST,6,+,0.0001
4719,B7ISU-NPR75-B,ST,8,+,36
4720,ACA201A020,ST,1,+,0.5
4721,SBSSCHPL-4X8X3MM,ST,14,+,0.0001
4722,CSA 512K 627GGL,ST,2,+,100
4723,MPL002,ST,2,+,33.5
4724,TCP11F2W,ST,2,+,334
4725,WCER308L,ST,1,+,0.0001
4726,ACMAUR7905,ST,0.69,+,0.0001
4727,ACS272G004,ST,2,+,0.0001
4728,HC4/81200BSF,ST,15,+,18.1
4729,DSP-04,WD,3,+,3.65
4730,CK2541,ST,40,+,0.0001
4731,UBU2-WUCR,ST,2,-,0
4732,LEHWJA-30X116MM,ST,250,+,0.0001
4733,TCP11F1W,ST,1,+,344.02
4734,RER1G2R-1DC12,ST,3,+,0.0001
4735,TJD311B010,ST,2,-,0
4736,CBCALU-SC35-8,ST,1,+,0.0001
4737,COCON2M,ST,11,-,0
4738,C-1208,ST,10,+,0.0001
4739,HC3/82700BSF,ST,3,+,17.7
4740,MPL002,ST,4,+,0.0001
4741,SFSWSO-CSOM113,ST,7,+,0.0001
4742,TCP11F1W,ST,1,+,344.02
4743,8105-WHITE-SIZE45,ST,1,-,0
4744,MIT-FK61/65-B,ST,10,+,65
4745,TCP11F2W,ST,1,+,334
4746,MPL002,ST,20,+,33.5
4747,PEPRSH-70-BLUE,ST,3,+,0.0001
4748,HC4/81200BSF,ST,15,+,18.1
4749,PL-13V,ST,3,-,0
4750,FDAIFI-NKR69,ST,1,+,0.0001
4751,GDGIHOSE-75X50X4.5MMX6M,ST,4,-,0
4752,NBNYFLBA-40X6MMX4MTR,ST,1,-,0
4753,B2B47,ST,17,+,0.0001
4754,B2B58,WD,1,+,0.0001
4755,230002,ST,22,-,0
4756,SBSSBUSOCASC-M8X75MM,ST,2800,+,0.0001
4757,TCP11F2W,ST,1,+,326.51
4758,SSA512T040A,ST,4,+,0.0001
4759,PIF.1336,ST,12,+,0.0001
4760,51903,ST,2,-,0
4761,HC5/8410BSF,ST,5,+,13.4
4762,GADI-12-0183,ST,10,-,0
4763,TSJ541B002F,ST,2,+,159.75
4764,C7-63825-46/74SPTT,ST,102,+,0.0001
4765,70372,ST,1,-,0
4766,TCP11F1W,ST,1,+,344.02
4767,ACA272C064,ST,1,+,0.5
4768,BABACA-H07V,ST,5,+,0.0001
4769,SAA512A107,ST,1,+,102.1207
4770,ACS272G004,ST,1,+,20.95
4771,HC3/81200BSF,ST,5,+,19.4
4772,SBSS304HAPL-4X8X1.2MM,ST,1,-,0
4773,MIT-639-P,ST,2,+,0.0001
4774,E3PS-0415-00,ST,2,-,0
4775,BBIB12V,ST,47,+,0.0001
4776,ACA272C065,ST,1,+,139.0275
4777,TCP11F1W,ST,1,+,344.02
4778,B4-TOY-DYNA150-C1,ST,1,+,30
4779,ACMAUR7905,ST,0.82,+,0.0001
4780,ACA272C065,ST,1,+,139.0275
4781,TCP11F2W,ST,1,+,1
4782,ACA272C065,ST,2,+,278.055
4783,TCP11F1W,ST,1,+,344.02
4784,TCP11F1W,ST,1,+,344.02
4785,HC4/81200BSF,ST,10,+,18.1
4786,CDA 311B 066GL,ST,1,-,0
4787,PART3,ST,2,-,0
4788,324501,ST,10,+,0.0001
4789,PJWAPLU18,ST,5,-,0
4790,67960,ST,24,-,0
4791,TOY-EURO-2-P,ST,1,+,169
4792,CSA 512K 627GGL,ST,1,+,100
4793,HC3/81200BSF,ST,10,+,19.4
4794,SSA387B114G,ST,1,+,0.0001
4795,TCP150B2V,ST,1,+,0.0001
4796,B1TD2570-401,ST,5,+,0.0001
4797,TOY-EURO-B,ST,50,+,8.94
4798,TOY-EURO-P,ST,50,+,21.44
4799,MPL001L,ST,9,+,33.5
4800,TCP11F1W,ST,1,+,344.02
4801,TCP150EB2V,ST,1,+,0.0001
4802,TOY-150-B,ST,2,+,8.949
4803,TOY-EURO-2-B,ST,5,+,37.6
4804,TCP24A-KT1,ST,1,+,0.0001
4805,TDJS35S-2L2,TL,2,-,0
4806,B4-TOY-DYNA150-C1,ST,1,+,30
4807,HC5/83900BSF,ST,1,+,41.85
4808,71920622,ST,14,-,0
4809,SAA382A006A,ST,1,-,0
4810,ACS272G004,ST,2,+,20.95
4811,TCP11F2W,ST,2,+,315.7922
4812,TCP11F2W,ST,6,+,315.7922
4813,ACMAUR7905,ST,0.74,+,0.0001
4814,AC123-5P,ST,11,+,0.0001
4815,MIT-511-P,ST,2,+,0.0001
4816,B2B58,WD,2,+,0.0001
4817,TCP11F1W,ST,2,+,344.02
4818,HC3/83900BSF,ST,6,+,7.1
4819,TCP11F1W,ST,2,+,344.02
4820,ACS200A213BB,ST,1,+,0.0001
4821,TCP11F2W,ST,2,+,315.7922
4822,PL001,ST,2,+,94.96
4823,DS9093A,ST,3,+,0.0001
4824,CSA 512K 627GGL,ST,1,+,50
4825,TCP11F1W,ST,1,+,325.266
4826,HC4/82003BSF,ST,2,+,33.5
4827,TAVC00012,ST,1,+,0.0001
4828,ACA272C065,ST,1,+,0.5
4829,TD30DXB-1L1,ST,1,+,4790.7892
4830,B4-TOY-DYNA150-C1,ST,7,+,30
4831,ACS272G004L,ST,4,+,5.2376
4832,WECOWI-4CX70,ST,15,+,2.14
4833,TDJ301DL1,ST,1,+,4786.7
4834,ACS272G004,ST,3,+,10.475
4835,SEGOOGLE,ST,10,+,0.01
4836,TAVC00017,ST,2,+,0.0001
4837,HC4/81200BSF,ST,10,+,18
4838,ACS272G004,ST,1,+,0.0001
4839,ACA272C065,ST,1,+,0.5
4840,TDJ301DL2,ST,1,-,0
4841,TSJ505A041D,ST,1,+,222.255
4842,TSJ505A041D,ST,1,+,222.255
4843,PL001,ST,4,+,94.96
4844,ACMAUR7905,ST,1.44,+,0.0001
4845,GAR404A-11-45,ST,1,+,0.0001
4846,ACA272C065,ST,1,+,1
4847,PL001,ST,26,+,95
4848,F4-FT-048,ST,1,+,0.0001
4849,ACS272G004,ST,1,+,5.2376
4850,38617455,ST,10,+,30.273
4851,TCP11F1W,ST,1,+,325.266
4852,ACA272C065,ST,1,+,139.0275
4853,ACS272G004,ST,1,+,38.5155
4854,MPL002L,ST,4,+,33.5
4855,ACA272C065,ST,1,+,139.0275
4856,LESPLI-70,ST,110,+,0.0001
4857,ACA272C065,ST,1,+,139.0275
4858,HC5/81200BSF,ST,5,+,18.5
4859,TCP18C2-KT1,ST,2,-,0
4860,TCP18C1-KT1,ST,6,+,192.1883
4861,SBSSSOCASC-M6X150MM,ST,100,+,0.0001
4862,ACA272C065,ST,1,+,139
4863,ACA272C065,ST,1,+,0.5
4864,ACA272C065,ST,1,+,0.5
4865,HC4/81200BSF,ST,5,+,18.1
4866,HC4/81200BSF,ST,5,+,18.1
4867,TSJ505A041D,ST,2,+,222.255
4868,TCP18C1-KT1,ST,6,+,46.22
4869,HC5/81200BSF,ST,3,+,18.5
4870,TAVC00019,ST,500,+,0.0001
4871,HC4/82003BSF,ST,3,+,33.5
4872,CSA 512K 627GGL,ST,1,+,50
4873,HC4/82003BSF,ST,1,+,33.5
4874,21475,ST,1,+,0.0001
4875,ACA272C065,ST,5,+,29.6629
4876,MIT-511-P,ST,10,+,0.0001
4877,HC4/81200BSF,ST,5,+,18.1
4878,TCP11F1W,ST,1,+,325.266
4879,E2415324P,ST,3,+,0.0001
4880,SSA512A019A,ST,1,-,0
4881,MM432143,ST,2,-,0
4882,TSJ541B002B,ST,53,-,0
4883,CITEE-5/8,ST,1,-,0
4884,ECEXVA5/16ORING,ST,31,+,0.0001
4885,F4-RC-0405,ST,16,+,0.0001
4886,LESPLI-70,ST,2,-,0
4887,CIELBOW-7/8-90,ST,5,-,0
4888,ACA272C008,ST,1,-,0
4889,56112,ST,1,-,0
4890,TSJ505A041D,ST,1,+,222.255
4891,OAORI5/8-P11,ST,178,+,0.0001
4892,F4-3/8-45F,ST,71,+,0.0001
4893,ACMAUR7905,ST,0.58,+,0.0001
4894,ACS200A213BB,ST,1,+,0.0001
4895,TCP150B1V,ST,1,+,0.0001
4896,ACS200A213BB,ST,1,-,0
4897,PIF.1336,ST,80,+,0.0001
4898,FC505-10,ST,7.25,+,0.0001
4899,ACA272C065,ST,1,+,0.5
4900,MP-RB,ST,2,+,96
4901,B2M38,ST,4,-,0
4902,TD22DXB-1L1,ST,1,+,4162.642
4903,TCP24K,ST,1,-,0
4904,TCP18H2,ST,2,-,0
4905,ACSIFO7710-L35,ST,2066.2,-,0
4906,TCP150EB2V,ST,2,-,0
4907,TSJ541B002F,ST,56,+,0.0001
4908,R24252,ST,46,-,0
4909,RAAVRI-1661-0414,ST,1000,+,0.0001
4910,70846,ST,1,-,0
4911,TE206,ST,2,-,0
4912,RBP.2577,ST,152.4,+,36.7679
4913,PIF.1050,ST,152.4,+,23.3748
4914,071222167A,ST,3,+,59.38
4915,B2B58,WD,2,+,18
4916,TSJ505A041D,ST,1,+,223.6815
4917,TSJ505A041D,ST,1,+,223.6815
4918,RBP.2577,ST,152,+,37.8155
4919,SSA431J019,ST,2,+,427.18
4920,SSA431J019A,ST,1,+,210.4
4921,TSJ505A041D,ST,1,+,223.6815
4922,G6G13.5,ST,7,+,0.0001
4923,TOY-EURO-2-B,ST,10,+,37.6
4924,R1HG212,TL,2,+,16.2822
4925,2RB2,ST,6,+,120
4926,ACSILCON-WHITE,ST,4,-,0
4927,E21664WP,ST,3,+,0.0001
4928,FCRESWUN-5/16,ST,3,+,0.0001
4929,FEGLTU5AMP,ST,10,+,0.0001
4930,TCP11F1W,ST,1,+,325.266
4931,TDJ301DL1,ST,1,+,4768.46
4932,WBMO-8-97361374-1,ST,1,+,0.0001
4933,TDJ301DL1,ST,2,+,2909.22
4934,B3B8-85T1200,ST,10,+,0.0001
4935,SJPSHFTA-MS,ST,4,+,189
4936,TCP11F2W,ST,3,+,344.02
4937,TAVC00043,ST,10,+,0.0001
4938,29374,ST,6,+,0.0001
4939,CHR134-RED,ST,5,+,0.0001
4940,MPL002L,ST,1,+,33.5
4941,AAALMUGU-RIGHT,ST,1,+,0.0001
4942,TOY-150-C,ST,1,+,40
4943,PLDRPL,ST,4,+,0.0001
4944,ACA272C065,ST,3,+,135.52
4945,TCP11F1W,ST,2,+,325.27
4946,TCP11F2,ST,2,+,1
4947,ACA272C065,ST,1,+,0.5
4948,F4-RCOR-0505,ST,38,+,0.0001
4949,FEFU20AMP-SMALL,ST,20,+,0.3
4950,HCDIHO36-STFXSTF,ST,2,+,0.0001
4951,M3LAG-470-G,ST,39,+,0.0001
4952,SSA382A133B,ST,1,-,0
4953,ACA272C008,ST,1,+,135.5175
4954,FEFUHL-FBFT,ST,3,+,0.0001
4955,WCER308L-2.5MM,ST,1,+,0.0001
4956,BJFB70,ST,1,+,250
4957,TD25DLCN1B-N,ST,1,-,0
4958,BBFEBU12V4231,ST,55,+,0.0001
4959,MPL002L,ST,1,+,33.5
4960,MIT-639-P,ST,1,+,0.0001
4961,TCP150EB2V,ST,1,+,951
4962,OCELRESC98210A,ST,1,+,222
4963,SSA911M068G,ST,1,-,0
4964,51903,ST,12,+,0.0001
4965,ACSILCON-WHITE,ST,6,-,0
4966,447600-8090,ST,8,-,0
4967,ACMAUR7905,ST,2.64,+,0.0001
4968,51903,ST,3,+,0.0001
4969,PCPUHA-928,ST,2,-,0
4970,TCP11F2W,ST,2,+,286.212
4971,TCP11F1W,ST,1,+,325.266
4972,TCP11F2W,ST,1,+,286.212
4973,TCP150B1V,ST,1,+,0.0001
4974,MPL002,ST,20,+,33.5
4975,FF-SIDEDR99-900X1600,ST,1,+,0.0001
4976,TCP150B1V,ST,1,+,0.0001
4977,TCP150EB2V,ST,1,+,0.0001
4978,MM432143,ST,2,+,0.0001
4979,CSA 512K 627GGL,ST,1,+,40
4980,MPL002L,ST,2,+,33.5
4981,51903,ST,31,+,0.0001
4982,PAPLWO5.2MMX4X8,ST,1,+,0.0001
4983,PAPLWO5.2MMX4X8,ST,15,+,0.0001
4984,TAVC00026,ST,10,+,0.0001
4985,TAVC00023,ST,1,+,0.0001
4986,FF-SIDEDR99-785-1250B,ST,1,+,0.0001
4987,TJF504A095,ST,1,+,0.0001
4988,SSA923A231L,ST,2,+,28
4989,38623737,ST,2,+,0.001
4990,TCP11F1W,ST,1,+,325.266
4991,PAPLWO5.2MMX4X8,ST,7,+,0.0001
4992,LAFA-810-C-2,ST,39,+,0.0001
4993,PAPLWO5.2MMX4X8,ST,2,+,0.0001
4994,MIT-511-B,ST,2,+,25
4995,MP-P2,ST,8,+,56.91
4996,PAPLWO5.2MMX4X8,ST,6,+,0.0001
4997,R1LY212,ST,3,-,0
4998,R1HG212,TL,1,+,0.0001
4999,BBIB12V,TL,1,+,0.0001
5000,R24262 24V,WD,1,+,0.0001
5001,R1LY212,TL,3,+,0.0001
5002,AAALCH-4X8X3MM3003,ST,8,+,0.0001
5003,FF-SIDEDR97-785X1250,ST,1,+,0.0001
5004,MIT-639-P,ST,1,+,0.0001
5005,MM434493,ST,1,-,0
5006,MIT-639-P,ST,1,+,0.0001
5007,RD70X75X15T,ST,1,+,0.0001
5008,TCP11F2W,ST,2,+,289.018
5009,MIT-639-P,ST,4,+,43.49
5010,38623738,ST,10,+,6.1475
5011,MP-P2,ST,8,+,56.91
5012,PAPLWO5.2MMX4X8,ST,18,+,0.0001
5013,51901,ST,177,+,0.0001
5014,BBFEBU12V4231,ST,20,-,0
5015,TBLICA-4FT,ST,4,+,0.0001
5016,CIELBOW-1-90,ST,10,+,0.0001
5017,TCP18C1-KT1,ST,1,+,120.0294
5018,51901,ST,53,+,0.0001
5019,B7HINO-FD8JJKA-P,ST,2,+,175
5020,FF-SIDEDR97-900X1600,ST,1,+,0.0001
5021,51903,ST,33,+,0.0001
5022,B4IPB,WD,2,+,0.0001
5023,SFPRSW,ST,1,+,0.0001
5024,TJB311B010,ST,1,+,0.0001
5025,FF-SIDEDR99-785X1250,ST,1,+,0.0001
5026,TDJ360DL2,ST,1,+,6166.824
5027,TCP11F1W,ST,2,+,1
5028,MPL002L,ST,20,+,33.5
5029,51903,ST,31,+,0.0001
5030,MIT-639-B,ST,1,+,25
5031,MIT-639-B,ST,5,+,25
5032,77524,ST,10,+,0.0001
5033,SSA925A012A,ST,2,+,106.119
5034,MM408998,ST,1,-,0
5035,RHNIRE,ST,1,+,0.0001
5036,PIF.1050,ST,152.4,+,0.0001
5037,AAALMUGU-RIGHT,ST,1,+,0.0001
5038,B7ISU-NHR85-B,ST,2,+,15
5039,B7HINO-XZU405R-B,ST,2,+,0.0001
5040,ACMAUR7905,ST,1.8,+,0.0001
5041,51903,ST,38,+,0.0001
5042,TCP18C1-KT2,ST,1,+,174.8138
5043,TCP150EB2V,ST,2,-,0
5044,TCP150B1V,ST,2,-,0
5045,MIT-FK61/65-P,ST,2,+,130
5046,SSA 512T 037A-MIBL,ST,1,+,50
5047,TCP11F1W,ST,2,+,0.0001
5048,51903,ST,4,+,0.0001
5049,TCP150B2V,ST,1,+,0.0001
5050,TCP11F2W,ST,1,+,286.212
5051,51903,ST,5,+,0.0001
5052,CBCALI-1K-TG2.5B,ST,11,+,8
5053,TCP150EB2V,ST,1,+,0.0001
5054,GAGAGUAGE-HOSE,ST,1,+,0.0001
5055,51903,ST,4,+,0.0001
5056,TCP11F2W,ST,1,+,289.018
5057,ACS272G004L,ST,1,+,0.0001
5058,MP-P2,ST,16,+,56.91
5059,TAVC00043,ST,10,+,0.0001
5060,ACSI-WHITE,ST,12,+,0.0001
5061,ACA272C009,ST,3,+,90.2906
5062,ACS272G004,ST,1,+,38.5155
5063,TJF501A021AD,ST,1,-,0
5064,31A8700010,ST,2,+,129
5065,TCP11F1W,ST,2,+,290.41
5066,TCP150B2V,ST,1,+,0.0001
5067,B2A50,ST,3,+,0.0001
5068,TCP150B2V,ST,1,+,0.0001
5069,BBFEBU12V-4230,ST,20,-,0
5070,51903,ST,4,+,0.0001
5071,G6G9,ST,100,+,0.0001
5072,ACMAUR7905,ST,1,+,0.0001
5073,TBWIST,ST,1,+,0.0001
5074,51903,ST,4,+,0.0001
5075,F4-AJ2,ST,100,+,3.7652
5076,51901,ST,76,+,0.0001
5077,RBP.2579,ST,50,+,0.0001
5078,R22262 87A (12V),WD,1,+,0.0001
5079,M3MSH-9109F,ST,20,+,0.001
5080,WECOWI-4CX70,ST,55,-,0
5081,MP-RB,ST,2,+,96
5082,51901,ST,23,+,0.0001
5083,ACS272G004,ST,1,+,38.5155
5084,TCP150B1V,ST,1,+,0.0001
5085,TCP11F1W,ST,1,+,289.018
5086,51903,ST,8,+,0.0001
5087,67960,ST,4,+,0.0001
5088,TCP11F1W,ST,2,+,1.5
5089,PCSPPA-37,ST,5,+,0.0001
5090,E3PS-0415-00,ST,1,-,0
5091,TJB311B010,ST,1,-,0
5092,TCP11F2W,ST,2,+,289.018
5093,41836,ST,1,+,6.1965
5094,BABACA-H07V,ST,3,+,0.0001
5095,TCP150EB2V,ST,1,-,0
5096,CDA 311B 066GL,ST,1,+,119.38
5097,CCCOR134-RM16/24V,ST,1,+,0.0001
5098,SSA521A406A,ST,1,+,12.4346
5099,TJB311B009,ST,1,+,0.0001
5100,ACS272G004,ST,1,+,38.5155
5101,51903,ST,53,+,0.0001
5102,DVH1550UB,ST,1,+,0.0001
5103,ECBLVL-R134-E15QCA-4,ST,5,-,0
5104,B7ISU-NPR85-BP,ST,1,+,145
5105,51903,ST,18,+,0.0001
5106,TCP11F2W,ST,1,+,289.018
5107,B2A40,WD,1,+,0.0001
5108,MIT-639-B,ST,5,+,25
5109,TCP11F2W,ST,1,+,289.018
5110,TCP11F1W,ST,1,+,0.0001
5111,TCP11F2W,ST,1,+,289.018
5112,51903,ST,27,+,0.0001
5113,ACA201A020,ST,1,+,0.5
5114,ACA201A020,ST,1,+,167
5115,E1-SKD62-08,ST,2,+,0.0001
5116,TSJ272C074,ST,1,+,0.0001
5117,B7ISU-NHR85-B,ST,5,+,15
5118,31B87-10020,ST,1,-,0
5119,31B87-10020,ST,1,-,0
5120,TSJ452A001B,ST,1,-,0
5121,RCDI-IN5408DC,ST,3,+,0.0001
5122,TSJ272C074,ST,4,+,23.5688
5123,81-WHITE-SIZE46,ST,1,+,37.7436
5124,81-WHITE-SIZE46,TL,1,+,37.7436
5125,ACA272C009,ST,5,+,90.2906
5126,MIT-511-B,ST,5,+,25
5127,ACMAUR7905,ST,0.5,+,0.0001
5128,51903,ST,3,+,0.0001
5129,WDTIGCO-3.2,ST,12,+,0.0001
5130,PIF.1050,ST,140,+,0.0001
5131,ACS272G004,ST,3,+,0.0001
5132,BBFEBU12V4231,ST,37,-,0
5133,51903,ST,4,+,0.0001
5134,B4IPB,WD,1,+,7.7493
5135,S2/2GANGON/OFFSW,WD,2,-,0
5136,TCP150B1V,ST,2,+,0.0001
5137,TSJ272C074,ST,2,+,10.4751
5138,TDJS40S-1L2,ST,1,+,4721.4969
5139,HBSABL-14X120T,ST,1,+,0.0001
5140,CDA 311B 066GL,ST,1,+,172.584
5141,GDGILICH-125X50X20X3MM3700,ST,2,+,0.0001
5142,TSJ272C064,ST,1,+,26.5167
5143,MIT-E5-PB,ST,2,+,115
5144,CSA 512K 627GGL,ST,1,+,50
5145,PL001,ST,2,+,0.0001
5146,CSA 512K 627GGL,ST,1,+,50
5147,OAORI5/8-P14,ST,11,-,0
5148,PL001,ST,6,+,95
5149,"H1handle8""",ST,10,+,0.0001
5150,51903,ST,8,+,0.0001
5151,77533,ST,1,+,0.0001
5152,CSA 512K 627GGL,ST,1,+,50
5153,TAVC00022,ST,12,+,0.0001
5154,TAVC00043,ST,4,+,0.0001
5155,TSJ505A047C,ST,1,+,413.685
5156,OAOR3/8,ST,120,+,0.9173
5157,TASUMATA-2,ST,14,+,0.0001
5158,51903,ST,69,+,0.0001
5159,447600-8080L,ST,3,-,0
5160,TJJ123A001A,ST,1,+,0.0001
5161,MPL002,ST,2,+,33.5
5162,BBFEBU12V4231,ST,40,-,0
5163,PCSPPA-540,ST,4,+,0.0001
5164,F4-DFU-058,ST,3,-,0
5165,R1HG224,ST,1,+,24.8
5166,TRC001,ST,1,-,0
5167,SCMUDGUARD,ST,160,+,0.0001
5168,TCP11F2W,ST,1,+,289.018
5169,CSA 512K 627GGL,ST,1,+,50
5170,CCA-534-100,ST,3,+,80
5171,AAALMUGU-RIGHT,WD,1,-,0
5172,32802,ST,3,+,0.01
5173,ACS272G004,ST,1,+,38.52
5174,ACMAUR7905,ST,1.5,+,0.01
5175,BBSB12V-8671,ST,1,-,0
5176,CSA 512K 627GGL,ST,1,+,50
5177,BBFEBU12V4231,ST,22,-,0
5178,ACA272C065,ST,1,+,167
5179,LEHWJA-30X116MM,ST,173,+,0.01
5180,TCP11F2W,ST,3,+,289.02
5181,41826,ST,1,-,0
5182,MPL002,ST,2,+,33.5
5183,B7ISU-NPR85-BP,ST,5,+,145
5184,MIT-E5-PB,ST,1,+,115
5185,TCP11F2W,ST,2,+,289.02
5186,29104,ST,1,-,0
5187,C7-35612-74,WD,1,+,2.8
5188,TCP11F2W,ST,4,+,289.02
5189,TBSCDR+6,ST,1,+,0.01
5190,PL001,ST,4,+,95
5191,MPL002,ST,4,+,33.5
5192,TCP150B2V,ST,1,+,0.01
5193,PL001,ST,2,+,95
5194,TCP11F2,ST,1,-,0
5195,MPL002,ST,8,+,33.5
5196,TD22DXB-1L2,ST,1,+,3224.94
5197,TSJ541B002D,ST,2,+,88
5198,BBFEBU12V4231,ST,18,-,0
5199,TCP150EB2V,ST,1,+,0.01
5200,ACMAUR7905,ST,0.5,+,0.01
5201,70406S,ST,50,+,0.01
5202,TD25DXB-1L1,ST,1,+,3345.06
5203,TCP11F2W,ST,2,+,289.02
5204,CSA 512K 627GGL,ST,1,+,50
5205,TCP11F2W,ST,2,+,289.02
5206,BBFEBU12V4231,ST,4,-,0
5207,PL001,ST,2,+,95
5208,70406S-KEY,ST,50,+,0.01
5209,CDA 311B 066GL,ST,1,+,119.38
5210,TCP11F2W,ST,1,+,289.02
5211,PGMUGA-DK1640,ST,1,+,0.01
