id,product_id,store_id,quantity,type,cost_price
3646,MIT-639-B,ST,1,+,25
3647,E2-A415ES24,ST,5,+,236.7576
3648,TJB131A008,ST,1,-,0
3649,SSA521A425,ST,3,+,22.43
3650,TCP11H1,ST,2,+,273.2
3651,SSA382A112A,ST,1,+,124
3652,TCP18C2-KT2,ST,1,+,190.82
3653,MP-B,ST,12,+,1.5
3654,54-BLACK-SIZE44,ST,1,-,0
3655,MIT-FE83/70-P,ST,5,+,46.04
3656,SSA925C051N,ST,10,-,0
3657,ACA272C054,ST,1,+,38.475
3658,SSA431J014A,ST,1,-,0
3659,C3-TB25-6,WP,1,-,0
3660,C3-TB25-6,WP,1,-,0
3661,E2-B415ES12,ST,1,+,439.72
3662,ACA272C064,ST,4,+,138.3817
3663,ACA272C064,ST,2,+,138.3817
3664,SSA925C051R,ST,15,-,0
3665,RCS-1-J,ST,1,+,840
3666,CK2541,WP,130,-,0
3667,TCP11FOR,ST,15,+,2.0287
3668,89-BLACK-SIZE41,ST,1,-,0
3669,E1-DXC230-200,ST,24,+,8.3333
3670,MM408992L,ST,8,+,4.5
3671,SAA382A008A,ST,1,+,26.4136
3672,38615900,ST,2,+,25.3044
3673,TDJ301DL1,ST,1,+,4522.874
3674,ACA272C064,ST,1,+,138.3817
3675,ACA272C064,ST,1,+,100
3676,121-BLACK-SIZE43,ST,1,-,0
3677,MM408992L,WD,26,+,5.5769
3678,ACA272C064,ST,1,+,100
3679,TJF504A095,ST,1,+,116.63
3680,RCS-1-J,ST,1,+,840
3681,ACA272C064,ST,1,+,100
3682,10-41-2638,ST,15,-,0
3683,ACA272C054,ST,2,+,38.475
3684,47695,ST,2,+,14.2072
3685,TDJ301DL1,ST,2,+,4522.874
3686,MIT-FE83-B,ST,1,+,50
3687,PCCF-11,ST,2,-,0
3688,ACA272C064,ST,1,+,100
3689,ACA272C053,ST,3,+,35.78
3690,R1LY212,ST,3,+,4.7
3691,ACA272C054,ST,1,+,38.475
3692,MIT-511-B,ST,1,+,25
3693,ACA272C054,ST,1,+,38.475
3694,SSA521A406,ST,2,+,64.426
3695,SSA521A406,ST,2,+,64.426
3696,TCP18H2,ST,1,+,1
3697,38615900,ST,2,+,25.3044
3698,88-BLACK-SIZE41,ST,1,+,63.9987
3699,CSV12V,ST,2,-,0
3700,E2-C415ES24,ST,1,+,1
3701,C3-TB25-6,ST,5,-,0
3702,TCP18H2,ST,1,+,1
3703,E2-C415ES24,ST,1,+,527.7424
3704,R24252,ST,1,-,0
3705,TD22DXB-1L1,ST,2,+,3770.36
3706,SSA382F108A,ST,2,+,1
3707,SSA382A133B,ST,1,+,51.5227
3708,TCP11F1W,ST,1,+,316
3709,SV32F8101,ST,2,+,75
3710,ACA272C053,ST,1,+,35.78
3711,ACA272C008,ST,1,+,100
3712,38615900,ST,1,+,25.3044
3713,20132-BLACK-SIZE40,ST,1,+,109.9748
3714,EF3224OGOW,WP,3,-,0
3715,MIT-639-B,ST,1,+,25
3716,ACA272C064,ST,2,+,138.3817
3717,41956,ST,1,-,0
3718,SSA925C051C,ST,20,-,0
3719,TCP11FOR,ST,10,+,2.9203
3720,TD21DLCN1,ST,2,-,0
3721,38623737,ST,2,+,20.2137
3722,C3-TB25-6,ST,3,-,0
3723,EF3224OGOW,WP,3,-,0
3724,TU73D,ST,1,+,23901.204
3725,E2-C415ES24,ST,3,+,527.7424
3726,TCP18C2-KT1,ST,2,+,190.82
3727,E2-HG3-DV24V,ST,3,-,0
3728,C3-TB25-6,ST,3,-,0
3729,ACA272C054,ST,5,+,38.475
3730,TD22DXB-1L2,ST,1,+,3516.26
3731,SSA925C051C,ST,14,-,0
3732,B36204-2RS,ST,1,+,2.8
3733,E2-A230ES24,ST,1,+,1
3734,TCP11FOR,ST,7,+,2.8356
3735,E2-B415ES24,ST,3,+,495.52
3736,E2-C415ES24,ST,1,+,527.7424
3737,ACA272C054,ST,1,+,44.7516
3738,TD14CXH2,ST,1,+,2611.041
3739,TDJ301DL2,ST,1,+,4586.74
3740,MIT-FB70-B,ST,1,+,50
3741,TCP11F2W,ST,10,+,1
3742,ACA272C054,ST,1,+,44.75
3743,ACA201A020,ST,1,+,216
3744,ACA201A020,ST,1,+,216
3745,ACA272C064,ST,4,+,0.5
3746,ACA272C054,ST,1,+,44.75
3747,38615900,ST,2,+,25.3044
3748,45864,ST,2,-,0
3749,77644,ST,10,-,0
3750,MIT-FE83/70-P,ST,1,+,46.04
3751,B2B58,ST,5,-,0
3752,38615900,ST,1,+,25.3
3753,TDJ360DL2,ST,1,+,6618.38
3754,ACA272C054,ST,5,+,38.48
3755,SSA925C051C,ST,20,-,0
3756,TCP11FOR,ST,10,+,2.8119
3757,C3-TB25-6,ST,1,-,0
3758,C3-TB25-6,ST,2,-,0
3759,E2-B415ES12,ST,2,+,487.22
3760,MP-P,ST,8,+,28.5
3761,8105-BLACK-SIZE39,ST,1,+,44.97
3762,MIT-511-P,ST,1,+,1
3763,B7ISU-NHR85-P,ST,1,+,30
3764,R20-332-019-150,ST,2,-,0
3765,MIT-511-P,ST,1,+,1
3766,SSA521A406A,ST,1,+,17.5
3767,SSA521A425A,ST,4,+,21.1501
3768,MIT-FB70-B,ST,1,+,50
3769,MIT-FE83-B,ST,1,+,50
3770,SSA521A425A,ST,5,+,1
3771,SSA512T039,ST,1,+,64.1535
3772,TSJ502A038A,ST,1,+,320.3865
3773,B7HINO-FD8JJKA-P,ST,2,+,175
3774,ACA272C064,ST,5,+,166.77
3775,SSA925C051C,ST,10,-,0
3776,ACA272C008,ST,1,+,127.5
3777,29145,ST,1,+,13.4
3778,67960,ST,9,+,11.2464
3779,B2A33,ST,1,+,2.8
3780,SSA387B114C,ST,1,+,187
3781,TCP11FOR,ST,5,+,2.7658
3782,2100-BLACK-SIZE36,ST,1,-,0
3783,ACA272C064,ST,3,+,127.5
3784,B7ISU-NHR85-P,ST,1,+,30
3785,ACA272C054,ST,1,+,38.475
3786,C3-TB25-4,ST,5,-,0
3787,TLB271A003,ST,1,+,57.6813
3788,ACA272C054,ST,5,+,44.7516
3789,TSJ011C003M,ST,1,-,0
3790,TSJ502A038A,ST,2,+,320.39
3791,MIT-511-P,ST,1,+,1
3792,E2-A415ES12,ST,1,+,322.9398
3793,E2-B415ES24,ST,5,+,494.8
3794,R1047-0407,ST,1,-,0
3795,R1047-0407,ST,1,-,0
3796,B7ISU-NPR75-P,ST,2,+,135
3797,MPL001,ST,26,+,33.5
3798,MIT-FE83-P,ST,2,+,160
3799,ACA272C064,ST,1,+,127.5
3800,MIT-FB70-B,ST,20,+,50
3801,ACA272C065,ST,10,+,127.5008
3802,MIT-639-P,ST,1,+,43.49
3803,70105,ST,2,-,0
3804,SKB25/04,ST,2,+,7
3805,31045,ST,1,+,9.5605
3806,29375,ST,6,+,4.3966
3807,10-22-1003,ST,4,-,0
3808,MM409160L,ST,1,+,95
3809,MIT-FK61/65-P,ST,10,+,130
3810,TDJ301DL2,ST,1,+,4218.06
3811,SSA521A425,ST,1,+,1
3812,TD22DXB-1L2,ST,2,+,3804.24
3813,SSA431J014A,ST,4,-,0
3814,38623738,ST,5,+,5.257
3815,TCP11F1W,ST,10,+,1
3816,ACA272C065,ST,5,+,130.869
3817,19221-BLACK-SIZE36,ST,1,+,82.2485
3818,CDC433A016A,ST,10,+,32.64
3819,S2/2GANGON/OFFSW,ST,1,+,13.5
3820,PCCF-11,ST,3,-,0
3821,38623738,ST,8,+,15.5
3822,C3-TB25-6,ST,4,-,0
3823,570255,ST,2,+,28
3824,TJB131A019,ST,4,+,17.4975
3825,E2-B415ES12,ST,4,+,490.42
3826,ISU-NPR71L-B,ST,1,+,40
3827,ACA272C009,ST,5,+,130.869
3828,TD30DXL2-IKG1,ST,1,-,0
3829,MIT-FK61/65-B,ST,10,+,65
3830,TCP11COR,ST,8,+,5.0079
3831,MIT-FE83-P,ST,1,+,160
3832,TDJ301DL2,ST,4,+,4218.06
3833,TDJ360DL1,ST,1,+,6677.856
3834,TSJ505A041AD,ST,1,+,226.935
3835,ACA272C065,ST,1,+,130.869
3836,ACA272C065,ST,1,+,130.869
3837,53604,ST,15,+,13
3838,ACA272C064,ST,3,+,0.5
3839,SAA382A008,ST,2,+,43.43
3840,TU130COVER,ST,2,+,1
3841,ACA272C064,ST,3,+,0.5
3842,TCP11F1W,ST,10,+,1
3843,70704,ST,2,+,23.6271
3844,ACA272C008,ST,1,+,130.869
3845,B3608-2RS,ST,8,+,1.8
3846,MIT-FE83-P,ST,4,+,160
3847,TDJ301DL2,ST,1,+,4218.059
3848,SSA551A105,ST,1,+,29.862
3849,TCP11F2,ST,1,+,1
3850,MP-P,ST,20,+,28.5
3851,895-BLACK-SIZE38,ST,1,+,57.4718
3852,MPL002,ST,4,+,33.5
3853,SSA431A131A,ST,1,-,0
3854,TCP11F2,ST,1,+,1
3855,ACA272C065,ST,1,+,119.8575
3856,ACA201A020,ST,5,+,0.5
3857,TDJ301DL1,ST,2,+,4218.06
3858,NRV 12,ST,1,-,0
3859,38623737,ST,6,+,6.0985
3860,TCP11F1W,ST,10,+,1
3861,TDJ360DL1,ST,1,+,6561.663
3862,1601-0005,ST,2,-,0
3863,ACA272C053,ST,2,+,38.48
3864,38623737,ST,10,+,6.0985
3865,45864,ST,2,+,5.8793
3866,60-60045,ST,2,-,0
3867,TCP11FOR,ST,10,+,3.2011
3868,MIT-FE83-PB,ST,4,+,58.38
3869,TDJS35S-1L1,ST,1,+,4859.746
3870,TE202,ST,1,+,12.4
3871,C3-TB25-6,ST,3,-,0
3872,C3-TB25-6,ST,5,-,0
3873,MPL002,ST,2,+,33.5
3874,RBP.1251,ST,304,-,0
3875,TCP11F2,ST,2,+,1
3876,70395,ST,3,+,13.5306
3877,B7HINO-FD8JJKA-B,ST,2,+,35
3878,38623737,ST,10,+,6.0985
3879,204700,DEFAULT,2,-,0
3880,51902,ST,125,-,0
3881,E2-A415ES12,ST,5,+,327.94
3882,E2-B415ES24,ST,3,+,451.02
3883,SSA352F091,ST,2,+,118.125
3884,SSA382F108A,ST,4,+,1
3885,NIS-CAB-P,ST,2,+,109
3886,ACA272C064,ST,1,+,137.5695
3887,29376,ST,1,+,12.5658
3888,29376,ST,1,+,12.5658
3889,550255,ST,3,+,19.27
3890,MIT-FE83-PB,ST,6,+,58.38
3891,31043,ST,6,+,9.0297
3892,29028,ST,1,-,0
3893,38623737,ST,5,+,6.0985
3894,28111,ST,18,+,518.636
3895,RBP.1251,ST,295,-,0
3896,SP-LED198,ST,32,-,0
3897,SSA925C051C,ST,20,-,0
3898,67960,ST,32,-,0
3899,TJF351A007A,ST,2,+,1
3900,C3-TB25-6,ST,6,-,0
3901,E2-A415ES24,ST,6,+,328.2534
3902,TCP11FOR,ST,10,+,29.226
3903,51903,ST,114,-,0
3904,89-BLACK-SIZE46,ST,1,-,0
3905,SSA382F108,ST,1,+,52.83
3906,B36304-2RS,ST,22,-,0
3907,B7ISU-NHR85-P,ST,4,+,30
3908,TCP11F2,ST,4,+,1
3909,ACA272C064,ST,2,+,0.5
3910,SSA521A075,ST,1,+,12.495
3911,SSA521A425,ST,3,-,0
3912,C7SM-7320A,ST,7,+,72
3913,TLB504A088,ST,2,+,159.165
3914,38615900,ST,2,+,28.4519
3915,YU603,ST,2,-,0
3916,ACA272C065,ST,1,+,133.9493
3917,DSP-07,WD,2,-,0
3918,MIT-639-B,ST,5,+,25
3919,SAA382A008,ST,1,+,61.1
3920,TCP24A-KT2,ST,3,+,194.689
3921,447600-8080,WD,1,+,63
3922,TCP18C2-KT1,ST,5,+,194.689
3923,TCP11F1,ST,1,+,1
3924,F3Y-730-7/M,ST,1,+,25
3925,P1PCB24,DL,1,-,0
3926,SSA 352F 107K,DL,1,-,0
3927,CK2541,DL,4,+,4.7
3928,MIT-FE83-P,ST,2,+,160
3929,SSA512T039,ST,4,+,65.385
3930,70322206,WP,4,+,11.4624
3931,JW1FSN-DC12V,ST,20,+,1.6282
3932,C3-TB25-6,ST,2,-,0
3933,56016,ST,1,+,45.61
3934,2201-WHITE-SIZE42,ST,1,+,65.3301
3935,E2-A415ES12,ST,2,+,328.6511
3936,67960,ST,122,-,0
3937,MPL001,ST,12,+,33.5
3938,38623737,ST,10,+,6.0985
3939,17-44061-00,ST,1,-,0
3940,SSA512T039,ST,4,+,65.385
3941,51903,ST,52,-,0
3942,51902,ST,193,-,0
3943,TH100A,ST,3,-,0
3944,70675,ST,1,+,25.3093
3945,R50DB385-10,ST,10,-,0
3946,M3MSH-A15,ST,5,-,0
3947,N100,ST,3,-,0
3948,MPL001,ST,12,+,33.5
3949,TCP24A-KT2,ST,6,-,0
3950,TCP11FOR,ST,3,+,2.55
3951,SAA512A130,ST,3,-,0
3952,SSA925C051B,ST,1,-,0
3953,TDJ301DL1,ST,2,+,4218.06
3954,NRV 6,ST,26,+,13
3955,P1PCB12,ST,10,+,21.1877
3956,ACA201A020,ST,2,+,0.5
3957,B7ISU-NHR85-P,ST,3,+,30
3958,TCP11FOR,ST,1,+,2.9226
3959,SSA925C051C,ST,5,-,0
3960,RCS-1-J,ST,1,+,840
3961,TCP11FOR,ST,3,+,2.8
3962,38615900,ST,2,+,25.3044
3963,CK2541,ST,18,-,0
3964,08538EXSIM-1,ST,3,+,5
3965,PL001,ST,8,+,94.96
3966,MIT-FE83-PB,ST,5,+,58.38
3967,67960,ST,8,-,0
3968,DSP-06,ST,1,-,0
3969,B362304-2RS,ST,30,-,0
3970,ACA223D402,ST,4,+,12
3971,TOY-150-B,ST,3,+,1
3972,56013,ST,1,+,45.61
3973,51903,ST,12,-,0
3974,77315,ST,1,+,0.1
3975,51902,ST,66,-,0
3976,B36205-2RS,ST,4,-,0
3977,67960,ST,46,-,0
3978,38615900,ST,4,+,22.7615
3979,C3-TB25-6,ST,3,-,0
3980,P1PCB24,ST,2,+,20.34
3981,C3-TB25-6,ST,2,-,0
3982,CK2541,ST,68,-,0
3983,E2-A415ES12,ST,2,+,328.2011
3984,E2-A415ES24,ST,3,+,327.3534
3985,SSA352F043,ST,3,-,0
3986,RCS-1-J,ST,1,+,840
3987,F1C-163,ST,1,+,16
3988,RBP.1226,ST,335,-,0
3989,RBP.1226,ST,152,-,0
3990,38615900,ST,10,+,23.1743
3991,TSJ502A061D,ST,1,+,918
3992,P1PCB24,ST,10,+,20.34
3993,072421585B,ST,8,-,0
3994,SSA431B065A,ST,1,-,0
3995,CK2541,ST,263,-,0
3996,SSA925C051C,ST,40,-,0
3997,38623737,ST,5,+,6.0985
3998,81-BLACK-SIZE42,ST,1,+,37.74
3999,F15A125VAC,ST,10,-,0
4000,51902,ST,100,-,0
4001,P1PCB24,ST,2,-,0
4002,TCP11FOR,ST,20,+,3.1449
4003,E2-B415ES24,ST,5,+,470.22
4004,E2-C415ES24,ST,2,+,488.0824
4005,2RB2,ST,6,-,0
4006,TDJ301DL1,ST,1,+,1
4007,29353,ST,3,+,10.5623
4008,TLB123A035,ST,1,+,1
4009,MM4094100,ST,1,+,480
4010,F1C-163,ST,1,+,16
4011,PIF.1050,ST,152,-,0
4012,2000-BLACK-SIZE40,ST,1,-,0
4013,ACA272C065,ST,1,+,145.3
4014,PIF.1050,ST,152,-,0
4015,F15A125VAC,ST,8,-,0
4016,67960,ST,38,-,0
4017,E2-415-400VA,ST,2,+,100
4018,E2-415-800VA,ST,1,+,160
4019,B3608-2RS,ST,2,-,0
4020,TDJ360DL2,ST,2,+,6500.93
4021,E2-B415ES24,ST,4,+,468.595
4022,51901,ST,26,-,0
4023,70672,ST,1,-,0
4024,51903,ST,451,-,0
4025,RCS-1-J,ST,1,+,840
4026,MP-P,ST,40,+,28.5
4027,R212V30A,ST,10,-,0
4028,51901,ST,21,-,0
4029,SSA431J014A,ST,1,+,294.6915
4030,38615900,ST,5,+,23.1743
4031,C3-TB25-6,ST,3,-,0
4032,RCS-1-J,ST,1,+,840
4033,RCS-1-J,ST,1,+,840
4034,F1C-163,ST,6,+,16
4035,E2-A415ES24,ST,3,+,368.5534
4036,E2-B415ES24,ST,3,+,451.02
4037,E2-B415ES24,ST,2,+,470.22
4038,E2-A415ES24,ST,2,-,0
4039,SSA512A019,ST,1,+,159.6712
4040,41835,ST,13,+,7.4006
4041,51903,ST,3,-,0
4042,SSA925C051R,ST,3,-,0
4043,F1C-163,ST,1,+,16
4044,F1C-163,ST,1,+,16
4045,60-60045,ST,5,+,83
4046,SSA431J017,ST,1,+,291.141
4047,51901,ST,236,-,0
4048,ACA272C065,ST,2,+,100
4049,D315Y415V,ST,3,-,0
4050,TJB311B010,ST,1,-,0
4051,TSJ541B002D,ST,2,+,60
4052,F1C-163,ST,1,+,16
4053,072421585B,ST,4,-,0
4054,C7-35612-74,ST,8,+,2.8
4055,MM435190,ST,1,+,13
4056,SSA925A046,ST,2,+,61.8755
4057,B2A54,DL,1,+,4.6
4058,TDJS40S-2L1,ST,4,+,5590.854
4059,RCS-1-J,ST,1,+,840
4060,38623737,ST,5,+,6.0985
4061,MIT-FE83/70-P,ST,5,+,27.5475
4062,TCP11F1W,ST,10,+,1
4063,ACA272C065,ST,2,+,100
4064,67960,ST,26,-,0
4065,TDJS35S-1L2,ST,3,+,4888.992
4066,30895,ST,1,+,3.6409
4067,SSA941A021,ST,4,-,0
4068,SSA941A021,ST,12,-,0
4069,C3-TR-ON/3-4,ST,6,+,20.6
4070,MIT-511-B,ST,1,+,25
4071,F1C-163,ST,1,+,16
4072,70704,ST,1,-,0
4073,67960,ST,22,-,0
4074,RBP.1251,ST,762,+,36.8621
4075,RBP.1251,ST,152,-,0
4076,ACA201A020,ST,1,+,190.6
4077,ACA272C008,ST,4,+,133.95
4078,C7-35612-74,WD,4,+,2.8
4079,SSA382A133A,ST,10,+,51.52
4080,SSA382A133B,ST,1,+,51.52
4081,B7ISU-NPR75-B,ST,1,+,36
4082,51902,ST,16,-,0
4083,1204E00-B,WD,1,-,0
4084,C3-TB25-6,ST,1,-,0
4085,SSA431A031,ST,3,+,62.6367
4086,TDJ351A001A,ST,1,+,320.17
4087,MIT-FE83-B,ST,5,+,50
4088,MD115472,ST,6,+,23
4089,51903,ST,72,-,0
4090,SSA521A406A,ST,1,+,17.5
4091,MM432104,ST,1,+,47
4092,E2-C415ES24,ST,1,+,530.7424
4093,77135,ST,20,+,15.8481
4094,PL001,ST,2,+,94.96
4095,BSA006A012F,ST,5,+,7.8062
4096,35518614,ST,1,-,0
4097,PIF.1050,ST,152,-,0
4098,ACA201A020,ST,1,+,215.6
4099,TSJ502A061AY,ST,1,+,1
4100,70605,ST,16,+,17.01
4101,2RB2,ST,16,-,0
4102,SSA925C051R,ST,20,-,0
4103,B7ISU-NPR75-B,ST,3,+,36
4104,TCP11FOR,ST,20,+,3.309
4105,47441M6006,ST,1,-,0
4106,19221-BLACK-SIZE43,ST,1,-,0
4107,SSA352F091,ST,2,+,118.125
4108,P1PCB24,ST,10,+,20.34
4109,BC-TLZ10LS,ST,1,-,0
4110,C3-TB25-6,ST,4,-,0
4111,C3-TB25-6,ST,4,-,0
4112,ACA272C065,ST,3,+,100
4113,E2-A415ES24,ST,4,+,327.35
4114,CDA 311B 066G,WD,1,+,360
4115,SSA531B323,DL,1,+,20.27
4116,B2A53,WD,1,+,4.75
4117,SSA512K009,ST,2,+,74.5605
4118,PIF.1050,ST,152,-,0
4119,B2B58,DL,1,+,8.7
4120,B4IPB,DL,1,-,0
4121,70336,ST,6,+,8.3995
4122,HC4/81200BSF,ST,5,+,18.1
4123,BBFEBU24V-4210,ST,6,+,0.8
4124,70394,ST,1,+,14.78
4125,B2A59,ST,1,+,5
4126,B2A27,ST,1,+,3.09
4127,F3Y-730-5,ST,1,+,21
4128,HC5/81200BSF,ST,5,+,18.5
4129,SFLOPRSW,ST,1,+,4
4130,HC4/82700BSF,ST,5,+,18.1
4131,OAOR5/8,ST,1,+,0.25
4132,CQYU14X14-32,ST,1,+,63
4133,F1C-163,ST,1,+,16
4134,38623738,ST,3,+,13.61
4135,ACA272C065,ST,1,+,100
4136,01-3102-2103,ST,1,+,0.01
4137,S2/2GANGON/OFFSW,ST,1,+,13.5
4138,BBFEBU12V4231,ST,20,+,0.8
4139,B3608-2RS,ST,1,-,0
4140,31783,ST,1,+,19.03
4141,BABAWA-200AMP,ST,4,+,0.1
4142,HCHOCLSMALL,ST,10,+,0.15
4143,BBFEBU24V-4210,ST,80,+,0.01
4144,SAA512A101,ST,3,-,0
4145,SAA512A101,WD,3,+,26.0658
4146,BABACA-H07V,ST,6,+,0.001
4147,ECVCLIP,ST,5,+,0.0001
4148,29355,ST,1,-,0
4149,B36204-2RS,WD,2,+,2.8
4150,SSA383D009A,ST,1,+,156.222
4151,DS1921G-F5,ST,1,+,29.5134
4152,29344,ST,1,+,3.4177
4153,CTMACO-TM14-24V,ST,1,+,0.001
4154,P1PCB24,ST,2,-,0
4155,B3UCP-205,ST,7,+,0.001
4156,BHFB511-12V,ST,5,+,0.1
4157,FC505-08,ST,5,+,0.0001
4158,C3-TB25-6,ST,5,-,0
4159,C3-TB25-6,ST,5,+,0.0001
4160,R1LY2,ST,6,+,0.0001
4161,ACA201A020,ST,2,+,190.6
4162,SSA512K009,KB,1,+,74.5605
4163,447600-8080,WD,1,+,49
4164,B2A53,WD,1,+,4.75
4165,TJC311B008,ST,3,+,271.4223
4166,B2B54,WD,1,+,8.1785
4167,SFLOPRSW,ST,2,+,0.0001
4168,ECEXVA3/8FLARE,ST,1,+,0.0001
4169,DSP-04,KB,2,+,3.65
4170,B2B54,WD,1,+,8.1785
4171,NBNYFLBA-40X6MMX4MTR,ST,8,+,0.0001
4172,HC5/81200BSF,ST,5,+,19.4
4173,M3LAG-470-G,KB,3,+,5
4174,B2A60,WD,2,+,5.327
4175,FEFUHL-610502,ST,3,+,0.0001
4176,OAOR5/16,ST,10,+,0.0001
4177,HC4/81200BSF,ST,3,+,0.01
4178,8185-BLACK-SIZE43,ST,2,+,49.341
4179,8185-BLACK-SIZE43,ST,2,-,0
4180,PL001,ST,2,+,94.96
4181,CCCOR134-RM16/12V,ST,1,-,0
4182,B7HINO-FD8JJKA-B,ST,3,+,35
4183,HC5/82700BSF,ST,5,+,18.4
4184,FE511/639,ST,4,+,0.0001
4185,BAN50ZMF,ST,2,+,0.01
4186,BAN50ZMF,ST,2,+,0.01
4187,BAN50ZMF,ST,2,-,0
4188,BHBLWHEEL850-900,ST,11,+,0.0001
4189,OAOR5/16,ST,10,+,0.0001
4190,B2A61,WD,1,+,5.2
4191,B36204-2RS,WD,2,+,2.8
4192,56105,ST,1,+,29.3095
4193,TJD311B010,ST,3,+,196.155
4194,TCP11C1,ST,1,+,315.6
4195,ACA201A020,ST,1,+,190.6
4196,WBWIP16,ST,10,+,0.0001
4197,N200-HJ,ST,1,+,180
4198,OAOR3/8,ST,20,+,0.0001
4199,CFCABR-411,ST,2,+,0.0001
4200,OBC3-GP2010,ST,30,+,0.0001
4201,FC505-10,ST,10,+,0.0001
4202,CRSO-99,ST,10,+,0.0001
4203,RAOBF01-00625,ST,2000,-,0
4204,RAOBF01-00625,WD,2000,+,0.07
4205,TJF006A061,ST,1,-,0
4206,TJF006A061,KB,1,+,408.3075
4207,TCP11F1,ST,1,-,0
4208,ACMAUR7905,ST,4,+,0.0001
4209,TASITA,ST,20,+,0.0001
4210,UBU2-WUCR,ST,2,+,0.0002
4211,"H1handle8""",ST,209,-,0
4212,GFGLTU-150,ST,1,+,0.0001
4213,HC4/81200BSF,ST,15,+,18.5
4214,SHSITESEN,ST,2,+,0.0001
4215,R24252,ST,100,+,0.0001
4216,SSA925C051C,ST,10,-,0
4217,TCP11FOR,ST,5,+,3.309
4218,HC3/82700BSF,ST,5,+,17.7
4219,CFCABR-999-401,ST,5,+,0.0001
4220,54030,ST,5,+,6.5171
4221,F1C-163,ST,1,+,0.0001
4222,TCP11F1,ST,5,+,1
4223,TCP11F1,ST,5,-,0
4224,SSA352F043,WD,3,+,10.3307
4225,B2A53,WD,2,+,4.75
4226,T2A10-6580-057,ST,5,+,0.0001
4227,CKGRFLCRDI3M,ST,5,+,0.0001
4228,RDRUMEIN-MV66-8004,ST,6,+,1
4229,TAMATAM6,ST,2,+,0.0001
4230,HCHSCL-13-23,ST,20,+,0.0001
4231,DBDRBI-16.5,ST,1,+,0.0001
4232,TCP18C2-KT2,ST,1,-,0
4233,TCP18C2-KT2,WD,1,+,191.279
4234,M3MSH-A15,ST,95,+,1.8
4235,LBBASA-EB-B8W,ST,3,+,0.0001
4236,S2/2GANG ON/OFF,WD,1,+,13.5
4237,GDGIINNU-M12,ST,10,+,0.0001
4238,S2/2GANG ON/OFF,WD,1,-,0
4239,PCPADAGR,ST,6,+,0.0001
4240,ACA272C082,KB,2,+,34.6541
4241,OBSHMITR,ST,20,+,52.8
4242,B2A50,KB,1,-,0
4243,HC5/8410BSF,ST,5,+,13.4
4244,HC4/82700BSF,ST,5,+,18.1
4245,TSJ006A002A,ST,1,+,33.8124
4246,TSJ505A041D,ST,1,+,223.6815
4247,B36204-2RS,ST,1,-,0
4248,M647C00271,ST,1,-,0
4249,HCHOCL-SS1600,ST,1,-,0
4250,SSA512T039,ST,2,-,0
4251,B362304-2RS,ST,1,-,0
4252,F4-AJ2-1/2,ST,1,-,0
4253,63-63251,ST,1,-,0
4254,HCHOCL-SS1600,ST,1,-,0
4255,B3608-2RS,ST,2,-,0
4256,CDC6CACABLETIE300X4.8XB,ST,10,+,0.0001
4257,BAHB+,ST,10,+,0.0001
4258,GCCOGL,ST,960,+,0.0001
4259,BAB2-EVEREADY-D,ST,15,+,0.0001
4260,RAOBF01-00625,ST,2500,+,0.0001
4261,ACSISEISR70-03-WHITE,ST,102,+,0.0001
4262,TASPTA-1X3MM,ST,1,+,0.0001
4263,TOY-EURO-S,ST,2,-,0
4264,R1047-0407,ST,6,+,10
4265,B2B28,ST,1,-,0
4266,R1047-0407,ST,6,+,10
4267,BJIDPU,ST,10,+,0.0001
4268,PCRORE4,ST,4,+,0.0001
4269,PCRORE4,ST,36,+,0.0001
4270,PCRORE4,ST,30,-,0
4271,MP-P,ST,8,+,28.5
4272,ACPG122,ST,1,+,0.0001
4273,CMSD709-02A-S3,ST,2,+,0.0001
4274,2RB2155,ST,54,+,0.0001
4275,R50DBB85-10,ST,821,-,0
4276,JET OILER,ST,7,+,0.0001
4277,B2A53,WD,2,+,4.75
4278,S2/2GANGON/OFFSW,ST,33,-,0
4279,ACSIGUN,ST,1,+,0.0001
4280,CDC6CACABLETIE300X4.8XB,ST,25,+,0.0001
4281,51903,ST,108,-,0
4282,HC5/82700BSF,ST,10,+,18.4
4283,M3MSH-9109F,ST,7,-,0
4284,B2A53,ST,3,-,0
4285,TAMETA-8M,ST,6,+,0.0001
4286,UCGREY-XL,ST,3,+,0.0001
4287,TSJ541B002D,ST,2,+,60
4288,SSA512A022B,ST,1,+,244.9845
4289,SSA521A406,ST,2,+,12.4346
4290,CKGR-RG4620,ST,1,+,0.0001
4291,F1C-163,ST,1,+,16
4292,F4-AJ3,ST,3,+,3.7652
4293,HBSABL-12X100T,ST,3,+,0.0001
4294,TOY-EURO-P,ST,50,+,23.6407
4295,MPL001,ST,12,+,33.5
4296,R1JW1FSN,ST,21,+,0.0001
4297,PCPABR1/2,ST,21,+,0.0001
4298,PCPABR3,ST,5,+,0.0001
4299,204700,WD,1,+,9
4300,LBTOLIGHT,ST,1,+,0.0001
4301,BBBLHA-H4-4247570,ST,8,+,0.0001
4302,DDA102-SA1,ST,1,+,0.0001
4303,TBHYSR-020706,ST,8,+,0.0001
4304,CCCOSDR134-24V-6627,ST,2,+,140
4305,B3BDU402240RR,WD,5,+,8.3
4306,TSJ272C073,ST,2,+,0.0001
4307,204700,WD,1,+,9
